impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Damage to Resources caused by extraction of fossil fuels (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photochemical oxidation (high NOx)(incl. NOx average, NMVOC average)	6.8704560527	5.66200666089	6.64801146142	3.11495272758	6.20946044423	6.55528028012	10.9507073038	10.5072784208	5.58226589874	8.93307390142	5.96031776786	9.09696731548	4.52665412808	5.7290576015	5.57244132446	6.77012515959	11.4307314104	9.50075195943	4.40800100129	7.30017674838	6.45735193724	5.81101682401	3.39872919967	6.08577255992	8.00045706458	4.36030252236	5.28213408594	7.52607528207	4.46450756353	3.97696947046	7.20827957485	4.85306820143	3.44052068509	2.4833834112	3.57622856294	2.82137163385	7.55477430892	5.43398810744	3.23627633318	5.71894678028	9.56048926399	3.57249575101	5.3754972118	2.16933626714	2.30147994287	2.11013503898	4.31105282931	1.53525324527
photochemical oxidation (high NOx)(incl. NMVOC average)	11.4238959995	10.5748907678	8.77102423133	10.0520370262	9.26381215219	10.6095551493	16.0810189099	14.8857587625	9.27539253823	14.7273038283	9.26083691166	15.173798918	6.75536008106	12.2236358083	8.91341411177	9.68055305513	18.991308691	12.9462350369	7.96545956333	11.5839889026	9.31084856593	8.64200636628	5.14654523221	9.97750570961	12.0717070031	7.30123044685	10.0450757492	14.7265808518	8.24495337465	5.24934105378	13.7179483279	8.49706155544	4.68364322888	2.88599866975	5.20110786098	5.65133041618	15.3676695226	9.24066357114	5.36579926828	8.83908573911	16.7588629972	4.26030947682	7.8066760292	2.7501495092	3.30885725629	3.75952447698	4.6369745599	3.01366043935
human toxicity HTP inf. (incl. PAH average, Xylene average, NMVOC average)	20098.2552774	19602.3920146	7292.15596999	98106.6600806	8506.71619408	19892.5854579	20201.7234271	19927.3711395	12057.9083464	28611.5245113	10479.176468	22910.888178	5661.81515897	18247.5660178	15702.1629362	8835.98836545	32768.8712832	17076.6169093	15587.5164917	18065.4510064	4785.07378932	7193.55558682	5555.10952135	20793.2300702	12519.6741385	8318.48066573	22229.3546063	21815.2701736	23308.4839594	5594.63813563	22245.8649693	14711.7378402	5175.72388192	874.225182478	2887.64486496	11060.771068	21692.1098329	26635.5413821	13872.6637756	8770.78309322	63336.322379	4862.97180607	12654.526666	4606.46191462	3289.79844458	5866.67452921	1296.26810129	5867.78095932
Freshwater aquatic ecotoxicity FAETP inf. (incl. PAH average, Xylene average, NMVOC average)	31.656246521	28.9235625168	12.3989018442	104.573870046	16.6193718807	27.8115314473	32.4661101391	32.5265662503	18.6971448186	42.33390104	18.6817574815	34.0078430839	10.0289062356	31.2511552619	21.2886051995	15.6624412411	46.5091365575	28.3181202866	26.3363048963	23.9656306491	13.4742869025	15.2102374345	10.8989671596	28.327156654	22.9625492644	12.4571070272	27.7339514562	30.6589777767	30.0765233545	11.8758815331	31.7911078699	21.0395541842	8.37439236418	4.37511391954	7.48189633432	14.5787197293	32.1189246087	36.1565999877	18.4951673074	13.861379488	71.0005945079	10.4170648047	20.0684350907	7.73649296573	6.85379729432	9.27170526177	8.48732968809	8.70665033183
Marine aquatic ecotoxicity MAETP inf. (incl. PAH average, Xylene average, NMVOC average)	127498.747126	125749.994581	56509.8312547	470006.317506	92130.4171223	131298.175733	132740.230835	163792.651339	82761.1695833	171851.163214	71991.6837373	169144.361487	41342.5883044	134238.738617	94228.3095046	54339.3614681	200577.260155	88789.4421592	129139.586021	106971.348177	56370.6614469	58825.2978052	45063.6681435	117519.349487	105613.28345	62964.8171947	130203.266856	158532.920528	139255.30941	37208.2764205	149253.362635	98598.0994668	28097.630518	8929.27463635	31979.2507233	69936.2341835	183784.214813	163967.267184	74063.5822281	71875.8622265	299238.278733	25530.7836211	77260.9425339	22168.2042193	22696.4665195	39398.6508796	7588.33364433	39811.1945967
Terrestrial ecotoxicity TETP inf. (incl. PAH average, Xylene average, NMVOC average)	164.718676235	160.975877415	56.9128311506	747.689974165	71.80026354	161.079009102	163.302923218	157.140097963	93.0956784584	226.67783346	83.5495466045	182.787725665	47.4300453147	144.407249061	121.509626819	69.9462609065	242.170135721	128.808250504	118.643628083	146.045169318	41.3061129763	61.5199874694	45.8460913193	167.009761161	98.4319853844	69.8654394938	173.873501427	167.603833823	179.652641953	45.9508448672	172.513961119	114.050470965	40.3828915881	6.33064896928	20.4766103667	84.9997862635	185.444077777	210.74854969	109.404304529	68.4770094203	503.551328413	36.8729589836	99.4835428379	34.6540115563	24.1987138192	45.8673808921	8.66022270195	44.1736892978
global warming GWP100 (incl. NMVOC average)	17479.6733995	18743.4572522	8182.45689071	14647.4467198	14240.7167831	16957.5450995	19764.9056799	17753.6556312	13547.4140332	21820.0268605	12530.4853876	20086.350435	9047.35853069	22015.7643907	14181.7178022	9975.57266873	30583.2642704	9910.35008073	12260.9199654	18266.9520467	10852.0773036	10566.3520638	7163.56662978	14015.8510826	16052.929616	12805.8713184	17604.7324574	25205.223113	14285.8357898	5302.37272748	21692.7272047	15570.851988	2945.64399435	1431.59942621	5479.10251579	11511.8683751	27200.2546095	15912.475223	7108.7844149	12738.0485852	18672.2739072	1971.77181606	7353.18248014	1442.02228233	2934.92940198	5890.73653684	741.763048253	4834.6748908
ozone layer depletion ODP steady state (incl. NMVOC average)	0.0010044292257	0.000966301225125	0.000594236416104	0.000800747623911	0.000824555800412	0.000889455073544	0.00134314579029	0.00108376628373	0.000864037435546	0.00120712264335	0.00086600295754	0.00132080357104	0.000602607596001	0.00103352229706	0.000870622691475	0.000828678751392	0.001872528616	0.00108077426122	0.000705057077256	0.00101090047729	0.00065165764003	0.000791042072958	0.000394969732101	0.000857340347855	0.00114737343718	0.000596158069761	0.000882662824305	0.00119194464771	0.000732751461349	0.000360957586356	0.00108776731861	0.000751736114693	0.000406595279806	0.000258747049303	0.000468340765774	0.000452898898723	0.0011764161245	0.000818265927334	0.000421272042597	0.000726102042914	0.00146203382994	0.000365378017271	0.000511610920755	0.000249116983775	0.000322780556569	0.000324874966446	0.000409429054467	0.00027604367807
Total Emission relevant energy use	0.185913655035	0.198835162771	0.0749410690721	0.15349261993	0.140801222367	0.180177372461	0.202390800786	0.188000325796	0.13793732219	0.243594115471	0.136042571287	0.184548495452	0.097826676349	0.242828553899	0.149588219042	0.101645316999	0.312618007969	0.122066895561	0.132921328167	0.201087865393	0.105507027617	0.113075085333	0.0754337618193	0.156554854163	0.15467616663	0.122562265114	0.199377458442	0.303208886572	0.149055397705	0.0480180150025	0.25849961545	0.144697705138	0.039055002288	0.0189709675836	0.0656394135839	0.136784187391	0.28590525464	0.169069948804	0.0699121496331	0.126003648817	0.192130695678	0.0284390284884	0.0791441239092	0.0222639184917	0.0372168619137	0.0671181157227	0.0202027400477	0.0618038884232
Total Energy inputs from nature	0.252076479474	0.275350963087	0.111258740459	0.125415584473	0.204618485319	0.24871038044	0.288499683802	0.223769035141	0.21719732459	0.326821803805	0.226000240015	0.280267222453	0.104800844613	0.281338838409	0.230123619564	0.128976268248	0.569815962987	0.148410394244	0.149184617344	0.289868375715	0.131954266737	0.17500153581	0.198915940361	0.243978042422	0.24893918305	0.300147902404	0.26822842311	0.325636784628	0.209724384869	0.0515759929936	0.384420707997	0.254533089879	0.0543208595113	0.023240766675	0.0740605534242	0.17319480292	0.328924811982	0.196035645347	0.097300789593	0.187694840237	0.494071244212	0.0326317776703	0.0770162242643	0.0122922763539	0.0427978063678	0.0548893305127	0.0104655578665	0.0507830853775
Total Energy supply	0.402593554296	0.556787741376	0.17660349282	0.230506321761	0.46896948952	0.40132150532	0.482331746324	0.388430908671	0.352492978696	0.570446876035	0.373445547823	0.444811590069	0.197068926978	0.657746750799	0.36054185269	0.267558947109	0.972414743074	0.233414129468	0.291260761859	0.490653971396	0.203165863523	0.28602374568	0.251750567848	0.413831021763	0.409774953444	0.430243661542	0.438267915299	0.552993020448	0.421387510088	0.0803692098977	0.595456754458	0.417377057487	0.0854522879113	0.0335732315388	0.123711963474	0.273568934645	0.51859439158	0.346695123449	0.146418630178	0.300986498515	0.731515188554	0.045209407766	0.132805378234	0.0191296893185	0.0714622388647	0.106831826888	0.0154365362909	0.101200104472
Total Energy Use	0.418195947695	0.689567522982	0.191672866556	0.294758551048	0.477559814794	0.399458898518	0.594470656923	0.404736652591	0.336150750505	0.605205189349	0.389364400363	0.415855732433	0.235557722275	0.666481611415	0.335319466103	0.344109283868	1.07690943094	0.248940502635	0.387770105436	0.812268081488	0.208218076225	0.261828574334	0.15844088604	0.486895107356	0.372703414329	0.354487844942	0.478741327727	0.618458710334	0.407635270595	0.0826296626465	0.824886235213	0.388641738006	0.091732602692	0.0331200159228	0.163348736421	0.438762303675	0.906285861832	0.402035191735	0.134741139286	0.311089584073	2.26316630651	0.0770613460768	0.203681297501	0.0520129761214	0.117110125224	0.187594576828	0.0545752844762	0.305396656348
Total Heat rejected to fresh water	0.0126395551683	0.014022733923	0.0198862163315	0.00260016499823	0.00511291112583	0.0119357701392	0.00588019042409	0.0719680522886	0.00736867176175	0.0157776507055	0.0175111209843	0.00769218678551	0.0131278898289	0.0252812326497	0.00999779091359	0.022285130139	0.0389634402346	0.00545609349998	0.00302846229931	0.0150395849482	0.00817698296865	0.0150757345828	0.00751986068421	0.0108910276248	0.00812114651804	0.0127377552995	0.0061887308848	0.0327594427325	0.00150853159011	0.00121943799341	0.0332694457354	0.00242189038306	0.000663138531034	0.000744086646946	0.000992652705894	0.00874137600242	0.012938207978	0.0135966630663	0.00147042003803	0.00182152973823	0.0082150868095	0.000259976527484	0.000482813983906	0.000620420674244	0.000876053275891	0.00992721551042	9.47429671618e-05	0.00164269792477
Domestic Extraction	0.0355820164393	0.0343377553871	0.0157390969234	0.0314976831448	0.0224297104618	0.0279354057686	0.0357619687941	0.0336247441447	0.0315464431431	0.0455595850518	0.0255092760143	0.0338198389213	0.0151727402182	0.0606209922904	0.023999909094	0.0162709740302	0.0567054570372	0.0227774633432	0.0226064024807	0.0328317353531	0.0168346593752	0.0261837292191	0.0241139679228	0.0332460910395	0.0306644613978	0.0221148286266	0.0299070733836	0.032490302937	0.0180498379219	0.0112484383226	0.0331242836469	0.0265909392628	0.0123281264479	0.00422067090265	0.0122606008706	0.0164610383577	0.0470705950636	0.0268732739428	0.0129122749326	0.0173837781184	0.0413590265025	0.00504972792603	0.0102556814454	0.00238906991251	0.00731733433976	0.0074998901953	0.00296350211941	0.00667052256861
Unused Domestic Extraction	0.0403853833615	0.0256168348144	0.0152523683906	0.00931872681655	0.0304962253053	0.0333781598216	0.0254661915832	0.033796156928	0.0217630210205	0.0335385067715	0.0166262287156	0.0570977221109	0.0119057317847	0.029318474723	0.018445575555	0.00909706396425	0.0324584800788	0.0111030579329	0.0113859459648	0.0224365284807	0.0202064713046	0.0151348609906	0.0136660887231	0.0226897621396	0.0235999446167	0.0175087613327	0.0241484993513	0.0276658016202	0.0208404242715	0.0035665236899	0.0207431813976	0.0196604673478	0.0040338197302	0.00312721988119	0.00526673043635	0.0110765344941	0.0723291164159	0.0238055913504	0.00899878453534	0.0155659177404	0.0263546370699	0.00220786559791	0.0183047773513	0.000895930026354	0.00370089784637	0.00613239173054	0.000912748596314	0.00229044355671
Water Consumption Green - Agriculture	0.00117077790694	0.0022204538027	0.000487397264862	0.000584947603464	0.000795759595044	0.0014336787743	0.00168579224308	0.00139606389254	0.00152287737749	0.00123465243886	0.00159279506657	0.00139586775683	0.0006577746972	0.00193055920801	0.00130654968941	0.000830349503365	0.00418662788113	0.000907680654794	0.00188108869005	0.00257122641969	0.000681700250286	0.00139550396275	0.000716745908727	0.00105446559174	0.00126770219787	0.000866219510461	0.00162568340927	0.00128367421321	0.000899531505266	0.000422876547954	0.00180553537724	0.00123830692669	0.00117412454974	0.000656922113532	0.000919124375269	0.00109482851173	0.00179464953488	0.0015855325855	0.000783406707502	0.000866187062878	0.00170494120991	0.00112946238786	0.00051407029694	0.000304404841413	0.000434095798341	0.000482871993548	0.000611984016283	0.00013885667089
Water Consumption Blue - Agriculture	0.000329369692806	0.000609258193696	0.000191287706265	0.00027452447638	0.000187230398121	0.00040573026704	0.000542190348901	0.00028247781675	0.000626367525304	0.000335611842989	0.000453947436033	0.000716353995914	0.000209908143202	0.000469011211819	0.000438702947736	0.000160478671501	0.00104190380196	0.000179041099802	0.000660208849021	0.000685636289446	0.000130607830128	0.000566361106367	0.000332051530064	0.000345475518581	0.000295970501508	0.000283699019166	0.000486933648439	0.000655806007996	0.000309144760543	0.00016174486502	0.000566826993193	0.000383150976506	0.000156593774725	0.000285647809547	0.000289853126526	0.000317997977595	0.000777431682416	0.000406687560514	0.000405025301285	0.000308632371667	0.000469515097211	7.9848100432e-05	0.000155965774592	0.000118481434557	0.000103121336484	0.00016807654407	0.000108565682842	0.000116129994874
Water Consumption Blue - Livestock	9.29746475995e-06	1.34556678753e-05	3.61186217822e-06	7.05582418918e-06	6.62938539489e-06	9.81729142286e-06	1.16877987746e-05	1.06374285508e-05	1.29214110206e-05	9.60210699828e-06	1.21888293444e-05	1.57419765584e-05	4.99270167719e-06	2.0434790291e-05	9.05212182477e-06	9.32094911432e-06	2.85092913583e-05	8.98450625162e-06	2.1901792823e-05	1.25791806706e-05	5.14636216712e-06	1.28640863272e-05	5.16733711243e-06	9.21153700958e-06	1.6340495105e-05	1.43922072616e-05	1.5323830274e-05	1.17805375524e-05	5.03586393608e-06	2.89020655549e-06	1.41622109543e-05	6.41094848323e-06	1.3103530121e-05	2.23611194482e-06	6.53208141111e-06	1.07413738946e-05	2.70765620143e-05	1.13982518946e-05	5.37263627362e-06	5.01364893615e-06	1.20655889774e-05	1.53019701483e-06	6.39950358485e-06	1.30076209396e-06	7.17988250946e-06	7.99949244743e-06	3.36514735875e-06	2.498233512e-06
Water Consumption Blue - Manufacturing	3.33903489467e-05	5.43927139688e-05	1.47548623474e-05	1.20029133921e-05	2.43266541064e-05	2.9702789269e-05	3.2133076697e-05	2.05903451428e-05	2.10043079471e-05	4.35631414905e-05	2.83188094276e-05	2.52015033995e-05	1.50668437975e-05	4.08902526946e-05	3.40267958886e-05	1.30924494893e-05	5.74998903843e-05	2.18062465442e-05	1.87077824006e-05	3.57517887938e-05	1.31460089499e-05	1.56262182548e-05	1.09508175806e-05	3.39627925009e-05	2.02495654506e-05	3.97396673772e-05	3.49553630853e-05	2.23892218982e-05	1.87873096757e-05	1.55610142961e-05	3.03982435434e-05	2.14812461389e-05	7.60163186553e-06	6.11863328614e-06	9.09521608607e-06	1.61560002377e-05	3.24375962561e-05	2.85333087435e-05	1.98065884329e-05	1.39280955005e-05	7.06386659083e-05	1.73634228557e-06	6.06539651069e-06	2.63049546297e-06	4.20390955455e-06	8.99451854896e-06	4.14354665278e-06	3.0569909331e-06
Water Consumption Blue - Electricity	7.60200057536e-06	1.18424296316e-05	4.63732674475e-06	2.18513832453e-06	1.18299293067e-05	1.03861741098e-05	5.92918123239e-06	1.00247288624e-05	5.15533874566e-06	6.99858949026e-06	1.371444428e-05	8.18429327782e-06	5.03365833265e-06	6.28577394095e-06	5.18081002749e-06	6.26646257051e-06	3.57854664579e-05	3.09672215335e-06	2.31265129641e-06	7.23035194911e-06	5.77184438389e-06	3.53662801787e-06	3.66397595118e-06	5.59346987484e-06	9.11237997354e-06	1.02560193485e-05	7.09554783318e-06	1.66421719937e-05	1.60074019983e-06	2.74809543724e-06	9.79973164178e-06	3.38154157358e-06	4.87172482178e-07	7.39271168474e-07	1.85414866313e-06	6.98085859869e-06	1.43258912345e-05	1.24310843304e-05	2.82378655857e-06	1.38590654012e-06	6.61589032392e-06	4.73862383264e-07	5.04194271488e-06	4.83158520762e-07	7.09877524428e-07	4.0204534046e-06	6.92352581569e-08	1.03474450615e-06
Water Consumption Blue - Domestic	7.05180038329e-06	6.99169937039e-06	7.53156363564e-06	9.536494857e-06	6.94111567849e-06	4.82966478697e-06	7.64566035539e-06	3.57352616735e-07	9.15580791839e-06	1.1250113449e-05	8.56867616568e-06	1.41249305466e-05	1.23491166275e-05	1.24615469008e-05	1.30536290948e-05	1.89334515932e-05	7.95036594284e-06	6.81556170643e-06	5.844102188e-06	8.39455206592e-06	8.49258248043e-06	9.86083112948e-06	1.62017012863e-05	1.18890365335e-05	1.32895830876e-05	6.66723732046e-06	1.468419752e-05	2.57897914276e-05	1.03317073743e-05	3.80284319193e-06	2.79423741547e-05	1.74329807811e-05	1.52240317762e-05	6.48243533049e-06	2.05776774822e-05	2.82056298381e-05	1.61836990088e-05	1.55557118238e-05	8.69537152173e-06	1.9051049743e-05	2.52947823101e-05	5.4716830563e-06	7.81985607892e-06	1.56852327039e-05	1.2590197136e-05	2.26172626462e-05	2.80310330408e-06	2.95134498061e-06
Water Consumption Blue - Total	0.000386711307471	0.000695940704542	0.000221823321171	0.000305304847142	0.000236957482607	0.000460466186628	0.00059958606596	0.000324087671922	0.000674604390936	0.000407025794417	0.000516738195251	0.000779606699697	0.000247350463637	0.000549083575646	0.000500016304571	0.000208091984268	0.0011716488161	0.000219744136457	0.000708975177729	0.000749592162926	0.000163164628109	0.000608248870097	0.000368035361995	0.0004061323545	0.000354962525125	0.000354754150474	0.000558992587152	0.000732407730868	0.000344900381729	0.000186747024501	0.000649129553488	0.000431857693482	0.00019301014097	0.000301224261277	0.000327912250168	0.000380081840164	0.00086745543093	0.000474605917306	0.000441723684072	0.000348011072387	0.00058413002473	8.90601851719e-05	0.000181292473481	0.000138581083338	0.000127805203208	0.000211708271117	0.000118946715416	0.000125671308806
Water Withdrawal Blue - Manufacturing	0.000238197811003	0.000212773271796	5.11249319435e-05	5.18889587996e-05	9.68964185875e-05	0.000145096898236	0.000143085613296	9.2190530613e-05	0.00010000837813	0.000167972759428	0.000130215274863	0.000106977622349	6.99701905991e-05	0.000171701672376	0.0001718444485	6.30737965221e-05	0.000258179013778	8.06660997757e-05	8.44995891283e-05	0.000195537425719	5.46756896366e-05	7.5744925578e-05	6.05246603755e-05	0.000157192071993	0.000117146219513	0.000179489742131	0.000145987815402	0.000137093457662	0.000103202859955	4.13406352172e-05	0.000165270086541	0.000105663153903	4.87800378664e-05	4.0426691634e-05	4.48954234544e-05	7.23728900781e-05	0.000163989250282	0.000161132209298	6.39558855688e-05	8.45550666327e-05	0.000317174125306	9.23230458273e-06	3.45461996258e-05	1.84498357593e-05	3.09508321541e-05	5.35325477864e-05	1.1234845103e-05	1.67187427882e-05
Water Withdrawal Blue - Electricity	0.000267845120645	0.000424588657148	0.00030180243928	7.23024582561e-05	0.000108951251877	0.000287410677174	0.000154925042834	0.000940322848151	0.000205965545409	0.000221009460362	0.000312806405577	0.000163109245287	0.000372660972106	0.000230375607086	0.000238990765648	0.000457304843381	0.00150924996016	0.000119249748478	9.34989467882e-05	0.000447967396287	0.000177563705952	0.000154439564645	0.000179014669424	0.000138475444142	0.000314389069653	0.000153281757216	0.000231245952342	0.000671557126168	6.01420382576e-05	4.91797741858e-05	0.000716818622489	0.000225890895263	3.73826388057e-05	1.05699044039e-05	2.86807020548e-05	0.000188169190087	0.000153961640484	0.000357216243971	7.99849164946e-05	6.78658983447e-05	0.000210957154678	4.09181031078e-05	2.01394018895e-05	3.52220948009e-05	6.19744923925e-05	0.00011039757418	2.51943091984e-06	9.20515623914e-05
Water Withdrawal Blue - Domestic	7.01184032167e-05	6.30411172911e-05	6.35475192186e-05	8.90076615919e-05	7.19641460941e-05	4.36394593893e-05	7.02355313747e-05	4.37399751951e-05	6.91934714597e-05	7.2078688227e-05	8.53562015911e-05	9.31744914102e-05	7.81738462854e-05	0.000107667759714	0.000129893936179	3.73756746172e-05	7.16850037396e-05	4.79319889284e-05	4.80352035204e-05	7.33880057352e-05	6.56058043219e-05	6.66180885125e-05	0.000127588351219	9.54339986961e-05	0.0001054990729	6.70890616414e-05	0.000121080271192	0.000175479826697	0.000119221339782	3.70424581811e-05	0.000174678218221	0.000147755257418	6.04478041798e-05	2.94487446135e-05	9.71462836561e-05	0.000112822660099	0.000177266260308	0.000124716780312	8.09675155932e-05	0.000153747713215	0.000168071625619	3.84710220954e-05	6.74242283268e-05	5.34904694157e-05	9.9136762891e-05	0.000101242534707	1.99680185181e-05	2.4169474441e-05
Water Withdrawal Blue - Total	0.000576161334865	0.000700403046235	0.000416474890442	0.000213199078648	0.000277811816558	0.000476147034799	0.000368246187504	0.00107625335396	0.000375167394999	0.000461060908017	0.000528377882031	0.000363261359047	0.00052080500899	0.000509745039176	0.000540729150328	0.00055775431452	0.00183911397768	0.000247847837182	0.000226033739437	0.000716892827742	0.00029784519991	0.000296802578736	0.000367127681018	0.000391101514832	0.000537034362066	0.000399860560988	0.000498314038936	0.000984130410527	0.000282566237995	0.000127562867584	0.00105676692725	0.000479309306584	0.000146610480852	8.04453406515e-05	0.000170722409165	0.000373364740264	0.000495217151074	0.00064306523358	0.000224908317657	0.000306168678193	0.000696202905603	8.86214297859e-05	0.000122109829842	0.000107162399976	0.000192062087438	0.000265172656673	3.3722294541e-05	0.000132939779621
Land use	0.0245102704112	0.0391113655773	0.00984388050086	0.0122566763479	0.012733486424	0.0263155147073	0.0317163812488	0.0332447175468	0.0284435981575	0.0571920595497	0.0380249395497	0.0347197977153	0.010640086562	0.0434541724346	0.0251213862848	0.0161690263062	0.0792547340969	0.0286251597536	0.0193369006724	0.0448856196281	0.0112210436088	0.0245292056029	0.0118865591586	0.0346451394939	0.0266288773851	0.017598972677	0.0271278599624	0.0359653566117	0.0188515226833	0.00703794984523	0.0820895228363	0.0196448103217	0.0319989889004	0.00263263332633	0.0196542912131	0.0732092876401	0.238490022364	0.0306626343569	0.0147339518407	0.0170799945497	0.05890243784	0.00479520322416	0.0228916540749	0.00310270256077	0.0147868332678	0.00827806953868	0.00986635187705	0.0078320324681
